maker,model,mileage,manufacture_year,engine_displacement,engine_power,body_type,color_slug,stk_year,transmission,door_count,seat_count,fuel_type,date_created,date_last_seen,price_eur
skoda,fabia,182500,2001,1390,74,,,None,man,5,5,gasoline,2015-11-14 18:55:43.174742+00,2016-01-27 20:40:15.46361+00,2772.02
honda,accord,297703,1997,1997,96,,,None,man,5,5,gasoline,2015-11-14 18:55:43.202207+00,2016-01-27 20:40:15.46361+00,689.49
skoda,superb,172999,2011,2000,147,,,None,auto,5,5,gasoline,2015-11-14 18:55:43.248819+00,2016-01-27 20:40:15.46361+00,12657.29
skoda,superb,25613,2014,1968,103,,,None,man,5,None,diesel,2015-11-14 18:55:43.292252+00,2016-01-27 20:40:15.46361+00,22928.2
,,178693,2010,2000,110,,,None,man,5,7,diesel,2015-11-14 18:55:43.305276+00,2016-01-27 20:40:15.46361+00,7920.06
bmw,x1,7968,,1995,105,,,None,man,5,5,diesel,2015-11-14 18:55:43.344381+00,2016-01-27 20:40:15.46361+00,26461.88
toyota,auris,66156,2013,1998,91,,,None,man,5,5,diesel,2015-11-14 18:55:43.360783+00,2016-01-27 20:40:15.46361+00,14766.84
skoda,octavia,56340,,1896,77,,,None,man,5,5,diesel,2015-11-14 18:55:43.410044+00,2016-01-27 20:40:15.46361+00,9067.36
audi,q5,114000,2009,1968,125,,,None,man,5,5,diesel,2015-11-14 18:55:43.442218+00,2016-01-27 20:40:15.46361+00,22945.97
rover,,146100,2005,2720,140,,,None,man,5,5,diesel,2015-11-14 18:55:43.454497+00,2016-01-27 20:40:15.46361+00,10358.99
,,250000,2006,1870,96,,,None,man,5,7,diesel,2015-11-14 18:55:43.495464+00,2016-01-27 20:40:15.46361+00,3663.95
,,174865,,1997,66,,,None,man,5,5,diesel,2015-11-14 18:55:43.505519+00,2016-01-27 20:40:15.46361+00,1957.81
skoda,octavia,167000,1997,1595,74,,,None,man,5,5,gasoline,2015-11-14 18:55:43.550827+00,2016-01-27 20:40:15.46361+00,732.79
suzuki,grand-vitara,205217,2008,1995,103,,,None,man,5,5,gasoline,2015-11-14 18:55:43.569843+00,2016-01-27 20:40:15.46361+00,6287.93
skoda,octavia,178084,,1968,100,,,None,auto,5,5,diesel,2015-11-14 18:55:43.583113+00,2016-01-27 20:40:15.46361+00,6624.72
skoda,fabia,5,2015,1197,,,,None,,None,None,gasoline,2015-11-14 18:55:43.6002+00,2016-01-27 20:40:15.46361+00,10877.13
bmw,x5,220000,2005,2993,160,,,None,auto,5,4,diesel,2015-11-14 18:55:43.633405+00,2016-01-27 20:40:15.46361+00,11099.19
,,194607,2009,1968,103,,,None,man,5,5,diesel,2015-11-14 18:55:43.642441+00,2016-01-27 20:40:15.46361+00,7364.91
toyota,avensis,205114,2012,2231,110,,,None,auto,5,5,diesel,2015-11-14 18:55:43.682778+00,2016-01-27 20:40:15.46361+00,12205.77
skoda,superb,102935,2008,2000,103,,,None,man,4,5,diesel,2015-11-14 18:55:43.730393+00,2016-01-27 20:40:15.46361+00,6994.82
nissan,qashqai,172666,2011,1600,96,,,None,man,5,7,diesel,2015-11-14 18:55:43.744951+00,2016-01-27 20:40:15.46361+00,12213.14
skoda,octavia,255653,2006,2000,103,,,None,man,5,5,diesel,2015-11-14 18:55:43.764817+00,2016-01-27 20:40:15.46361+00,4774.24
,,274700,2003,1781,110,,,None,man,5,5,gasoline,2015-11-14 18:55:43.774752+00,2016-01-27 20:40:15.46361+00,2953.37
skoda,octavia,217854,1998,1896,81,,,None,man,5,5,diesel,2015-11-14 18:55:43.891245+00,2016-01-27 20:40:15.46361+00,1813.47
skoda,fabia,5,2015,1197,66,,,None,,None,None,gasoline,2015-11-14 18:55:43.98403+00,2016-01-27 20:40:15.46361+00,11284.23
,,219000,2007,1896,77,,,None,man,5,5,diesel,2015-11-14 18:55:44.076616+00,2016-01-27 20:40:15.46361+00,5884.53
skoda,octavia,88460,2004,1595,75,,,None,man,5,5,gasoline,2015-11-14 18:55:44.100275+00,2016-01-27 20:40:15.46361+00,5144.34
,,129179,2009,1500,78,,,None,man,4,5,diesel,2015-11-14 18:55:44.17532+00,2016-01-27 20:40:15.46361+00,4441.15
,,137365,2010,1400,50,,,None,man,3,5,diesel,2015-11-14 18:55:44.196864+00,2016-01-27 20:40:15.46361+00,4626.2
skoda,superb,108000,2010,1968,103,,,None,auto,4,5,diesel,2015-11-14 18:55:44.214057+00,2016-01-27 20:40:15.46361+00,12953.37
kia,sorento,0,2015,2199,147,,,None,man,5,5,diesel,2015-11-14 18:55:44.227859+00,2016-01-27 20:40:15.46361+00,33304.96
,,144990,,1390,70,,,None,man,5,5,gasoline,2015-11-14 18:55:44.246359+00,2016-01-27 20:40:15.46361+00,1476.68
hyundai,i30,144517,2010,1582,66,,,None,man,5,5,diesel,2015-11-14 18:55:44.333121+00,2016-01-27 20:40:15.46361+00,6217.62
nissan,primera,133870,,1769,84,,,None,man,5,5,gasoline,2015-11-14 18:55:44.362548+00,2016-01-27 20:40:15.46361+00,2142.86
ford,,135000,1992,2301,85,,,None,man,2,3,gasoline,2015-11-14 18:55:44.37078+00,2016-01-27 20:40:15.46361+00,2960.77
,,210000,2007,1896,75,,,None,man,4,7,diesel,2015-11-14 18:55:44.391262+00,2016-01-27 20:40:15.46361+00,7957.07
subaru,impreza,70000,2003,2000,250,,,None,man,None,None,gasoline,2015-11-14 18:55:44.402122+00,2016-01-27 20:40:15.46361+00,14803.85
,,230899,2008,1560,55,,,None,man,5,5,diesel,2015-11-14 18:55:44.422286+00,2016-01-27 20:40:15.46361+00,2146.56
mitsubishi,outlander,3,2015,2268,110,,,None,auto,5,7,diesel,2015-11-14 18:55:44.457835+00,2016-01-27 20:40:15.46361+00,36750.56
,,217000,,1896,77,,,None,man,5,5,diesel,2015-11-14 18:55:44.47647+00,2016-01-27 20:40:15.46361+00,6624.72
citroen,berlingo,80190,2010,1560,80,,,None,man,5,5,diesel,2015-11-14 18:55:44.53465+00,2016-01-27 20:40:15.46361+00,7957.07
ford,galaxy,198000,,1753,92,,,None,man,5,7,diesel,2015-11-14 18:55:44.567822+00,2016-01-27 20:40:15.46361+00,8138.42
skoda,rapid,53100,2013,1598,77,,,None,man,5,5,diesel,2015-11-14 18:55:44.576486+00,2016-01-27 20:40:15.46361+00,11472.98
skoda,octavia,209000,2009,1968,103,,,None,auto,None,None,diesel,2015-11-14 18:55:44.598029+00,2016-01-27 20:40:15.46361+00,7586.97
skoda,rapid,13204,2014,1598,66,,,None,auto,5,5,diesel,2015-11-14 18:55:44.635409+00,2016-01-27 20:40:15.46361+00,15877.13
,,138600,2004,1587,80,,,None,man,5,5,gasoline,2015-11-14 18:55:44.650478+00,2016-01-27 20:40:15.46361+00,2535.16
skoda,superb,15250,2014,1968,103,,,None,man,5,5,gasoline,2015-11-14 18:55:44.660045+00,2016-01-27 20:40:15.46361+00,25336.79
,,272300,2002,1870,75,,,None,man,5,5,diesel,2015-11-14 18:55:44.714452+00,2016-01-27 20:40:15.46361+00,2202.07
mini,cooper,100000,2005,1598,85,,,None,man,3,4,gasoline,2015-11-14 18:55:44.755723+00,2016-01-27 20:40:15.46361+00,5366.4
suzuki,grand-vitara,74000,,1586,78,,,None,man,3,4,gasoline,2015-11-14 18:55:44.785713+00,2016-01-27 20:40:15.46361+00,6106.22
ford,focus,321429,,1753,66,,,None,,5,5,diesel,2015-11-14 18:55:44.795006+00,2016-01-27 20:40:15.46361+00,999.26
,,253000,2011,1997,120,,,None,auto,4,5,diesel,2015-11-14 18:55:44.813374+00,2016-01-27 20:40:15.46361+00,9215.4
opel,astra,97784,2006,1400,66,,,None,man,5,5,gasoline,2015-11-14 18:55:44.854311+00,2016-01-27 20:40:15.46361+00,2775.72
,,54825,,1149,55,,,None,man,5,5,gasoline,2015-11-14 18:55:44.884746+00,2016-01-27 20:40:15.46361+00,4807.55
skoda,octavia,158000,,1598,77,,,None,man,5,5,diesel,2015-11-14 18:55:44.966933+00,2016-01-27 20:40:15.46361+00,8508.51
hyundai,i30,93373,2012,1600,66,,,None,man,5,5,diesel,2015-11-14 18:55:44.996409+00,2016-01-27 20:40:15.46361+00,7401.92
,,170563,2000,1600,79,,,None,man,5,5,diesel,2015-11-14 18:55:45.005263+00,2016-01-27 20:40:15.46361+00,1850.48
skoda,felicia,293000,1995,1289,50,,,None,man,5,None,gasoline,2015-11-14 18:55:45.03008+00,2016-01-27 20:40:15.46361+00,333.09
,,94822,2008,2000,110,,,None,auto,5,5,diesel,2015-11-14 18:55:45.066487+00,2016-01-27 20:40:15.46361+00,9252.41
ford,mondeo,170500,2001,2000,107,,,None,man,5,5,gasoline,2015-11-14 18:55:45.151713+00,2016-01-27 20:40:15.46361+00,2405.63
skoda,fabia,111470,2004,1200,47,,,None,man,4,5,gasoline,2015-11-14 18:55:45.160839+00,2016-01-27 20:40:15.46361+00,2405.63
,,150000,2005,1970,122,,,None,auto,3,5,gasoline,2015-11-14 18:55:45.188534+00,2016-01-27 20:40:15.46361+00,5921.54
,,218000,2008,2387,147,,,None,man,2,None,diesel,2015-11-14 18:55:45.197748+00,2016-01-27 20:40:15.46361+00,6106.59
mitsubishi,outlander,137766,2008,2000,103,,,None,man,5,5,diesel,2015-11-14 18:55:45.206127+00,2016-01-27 20:40:15.46361+00,9252.44
skoda,octavia,88800,2012,1400,90,,,None,man,5,5,gasoline,2015-11-14 18:55:45.214551+00,2016-01-27 20:40:15.46361+00,9992.56
skoda,octavia,42537,2014,1968,110,,,None,auto,5,5,diesel,2015-11-14 18:55:45.29277+00,2016-01-27 20:40:15.46361+00,19032.2
audi,a3,176749,2001,1595,75,,,None,,3,None,gasoline,2015-11-14 18:55:45.336847+00,2016-01-27 20:40:15.46361+00,2405.63
ford,s-max,214342,2006,1997,103,,,None,man,5,7,diesel,2015-11-14 18:55:45.466327+00,2016-01-27 20:40:15.46361+00,7731.31
hyundai,,121,2007,1086,46,,,None,man,5,5,gasoline,2015-11-14 18:55:45.500279+00,2016-01-27 20:40:15.46361+00,2405.63
skoda,rapid,25033,2013,1197,77,,,None,man,5,5,gasoline,2015-11-14 18:55:45.520974+00,2016-01-27 20:40:15.46361+00,10251.67
,,46899,2008,1200,44,,,None,man,5,5,gasoline,2015-11-14 18:55:45.579596+00,2016-01-27 20:40:15.46361+00,5588.45
ford,s-max,155152,2006,1999,107,,,None,man,5,5,gasoline,2015-11-14 18:55:45.590116+00,2016-01-27 20:40:15.46361+00,6954.11
,,205000,2012,1968,103,,,None,man,5,5,diesel,2015-11-14 18:55:45.60015+00,2016-01-27 20:40:15.46361+00,11065.88
skoda,fabia,99700,2007,1390,55,,,None,man,5,5,gasoline,2015-11-14 18:55:45.613197+00,2016-01-27 20:40:15.46361+00,4256.11
,,126534,2005,2000,147,,,None,man,5,5,gasoline,2015-11-14 18:55:45.646685+00,2016-01-27 20:40:15.46361+00,8327.17
,,28260,2002,1200,40,,,None,man,5,5,gasoline,2015-11-14 18:55:45.668208+00,2016-01-27 20:40:15.46361+00,3849.0
kia,sportage,105000,2012,1995,100,,,None,man,5,None,diesel,2015-11-14 18:55:45.733179+00,2016-01-27 20:40:15.46361+00,14248.7
bmw,,215111,2001,2979,170,,,None,man,3,5,gasoline,2015-11-14 18:55:45.751287+00,2016-01-27 20:40:15.46361+00,6106.59
,,123587,2010,1500,63,,,None,man,3,5,diesel,2015-11-14 18:55:45.762885+00,2016-01-27 20:40:15.46361+00,5736.49
skoda,octavia,144700,2009,1390,59,,,None,man,5,5,gasoline,2015-11-14 18:55:45.795281+00,2016-01-27 20:40:15.46361+00,5514.43
skoda,octavia,217160,2003,1595,75,,,None,man,5,5,gasoline,2015-11-14 18:55:45.805659+00,2016-01-27 20:40:15.46361+00,2775.72
citroen,c1,91424,2007,1000,50,,,None,man,5,4,gasoline,2015-11-14 18:55:45.855787+00,2016-01-27 20:40:15.46361+00,2775.72
bmw,x5,18500,2014,2993,190,,,None,auto,5,5,diesel,2015-11-14 18:55:45.887715+00,2016-01-27 20:40:15.46361+00,61065.88
suzuki,jimny,119600,2002,1328,60,,,None,man,3,4,gasoline,2015-11-14 18:55:45.898132+00,2016-01-27 20:40:15.46361+00,4774.24
skoda,fabia,123000,2011,1598,66,,,None,man,5,5,diesel,2015-11-14 18:55:46.043292+00,2016-01-27 20:40:15.46361+00,6254.63
,,91971,2012,1995,110,,,None,man,5,5,diesel,2015-11-14 18:55:46.075541+00,2016-01-27 20:40:15.46361+00,13286.45
citroen,c4-picasso,238350,2007,1600,80,,,None,man,5,5,diesel,2015-11-14 18:55:46.119261+00,2016-01-27 20:40:15.46361+00,4256.11
,,93980,2009,1600,82,,,None,man,5,7,gasoline,2015-11-14 18:55:46.203615+00,2016-01-27 20:40:15.46361+00,5736.49
skoda,octavia,179300,2006,1200,77,,,None,man,5,5,diesel,2015-11-14 18:55:46.240598+00,2016-01-27 20:40:15.46361+00,6254.63
seat,ibiza,92907,2007,1200,51,,,None,man,5,5,gasoline,2015-11-14 18:55:46.274227+00,2016-01-27 20:40:15.46361+00,4256.11
skoda,octavia,90983,2004,1800,110,,,None,man,5,5,gasoline,2015-11-14 18:55:46.335277+00,2016-01-27 20:40:15.46361+00,4811.25
,,248870,2009,3600,220,,,None,auto,4,4,gasoline,2015-11-14 18:55:46.346991+00,2016-01-27 20:40:15.46361+00,9992.6
kia,,231850,2007,1600,84,,,None,man,5,5,diesel,2015-11-14 18:55:46.377449+00,2016-01-27 20:40:15.46361+00,3886.01
skoda,fabia,92472,2011,1200,63,,,None,man,5,5,gasoline,2015-11-14 18:55:46.38674+00,2016-01-27 20:40:15.46361+00,5514.4
,,102048,2012,1200,55,,,None,man,5,5,diesel,2015-11-14 18:55:46.407045+00,2016-01-27 20:40:15.46361+00,7772.02
citroen,c3-picasso,155369,2010,1400,70,,,None,man,5,5,gasoline,2015-11-14 18:55:46.428931+00,2016-01-27 20:40:15.46361+00,6476.68
skoda,fabia,12472,2010,1200,63,,,None,man,5,5,gasoline,2015-11-14 18:55:46.460793+00,2016-01-27 20:40:15.46361+00,6106.59
skoda,superb,223553,2005,1900,96,,,None,man,5,5,diesel,2015-11-14 18:55:46.476856+00,2016-01-27 20:40:15.46361+00,5366.4
opel,agila,13017,2007,1000,44,,,None,man,5,5,gasoline,2015-11-14 18:55:46.506199+00,2016-01-27 20:40:15.46361+00,3886.01
,,139632,2008,1900,77,,,None,man,5,5,diesel,2015-11-14 18:55:46.523019+00,2016-01-27 20:40:15.46361+00,7028.13
audi,a3,30540,2007,1595,75,,,None,auto,3,5,gasoline,2015-11-14 18:55:46.532284+00,2016-01-27 20:40:15.46361+00,7290.9
hyundai,i30,64890,2012,1400,73,,,None,man,5,5,gasoline,2015-11-14 18:55:46.54092+00,2016-01-27 20:40:15.46361+00,9437.45
audi,q5,15000,2015,1968,140,,,None,auto,5,None,diesel,2015-11-14 18:55:46.590207+00,2016-01-27 20:40:15.46361+00,47020.73
skoda,octavia,16265,2014,1598,77,,,None,man,5,None,diesel,2015-11-14 18:55:46.607345+00,2016-01-27 20:40:15.46361+00,15877.13
skoda,octavia,192843,2007,1896,77,,,None,man,5,None,diesel,2015-11-14 18:55:46.669096+00,2016-01-27 20:40:15.46361+00,5440.41
,,15500,2014,1968,103,,,None,man,5,5,diesel,2015-11-14 18:55:46.678561+00,2016-01-27 20:40:15.46361+00,25721.69
,,63908,,1598,88,,,None,man,None,5,gasoline,2015-11-14 18:55:46.705208+00,2016-01-27 20:40:15.46361+00,7326.28
,,84839,,1598,115,,,None,man,None,7,gasoline,2015-11-14 18:55:46.714259+00,2016-01-27 20:40:15.46361+00,9068.28
mitsubishi,l200,131372,2008,2500,100,,,None,man,4,5,diesel,2015-11-14 18:55:47.176085+00,2016-01-27 20:40:15.46361+00,10732.79
audi,a6,294000,2005,2967,165,,,None,auto,4,5,diesel,2015-11-14 18:55:47.197892+00,2016-01-27 20:40:15.46361+00,4807.55
bmw,,176000,2005,1995,110,,,None,man,4,5,gasoline,2015-11-14 18:55:47.262396+00,2016-01-27 20:40:15.46361+00,6735.75
,,263000,2007,1968,125,,,None,man,5,5,diesel,2015-11-14 18:55:47.284119+00,2016-01-27 20:40:15.46361+00,5514.43
hyundai,santa-fe,235000,2002,1991,82,,,None,man,5,5,diesel,2015-11-14 18:55:47.29883+00,2016-01-27 20:40:15.46361+00,2368.62
volvo,v40,190000,2004,1783,90,,,None,man,5,5,gasoline,2015-11-14 18:55:47.346293+00,2016-01-27 20:40:15.46361+00,2775.72
audi,q7,56,,2967,200,,,None,auto,5,7,diesel,2015-11-14 18:55:47.359164+00,2016-01-27 20:40:15.46361+00,68060.7
,,166184,2010,2000,81,,,None,man,5,5,diesel,2015-11-14 18:55:47.386593+00,2016-01-27 20:40:15.46361+00,7401.92
,,186815,2002,1400,55,,,None,man,5,5,gasoline,2015-11-14 18:55:47.404385+00,2016-01-27 20:40:15.46361+00,1850.48
,,88750,2003,1200,40,,,None,man,5,5,gasoline,2015-11-14 18:55:47.413474+00,2016-01-27 20:40:15.46361+00,2775.72
opel,vectra,230000,1999,1995,74,,,None,man,5,5,diesel,2015-11-14 18:55:47.440661+00,2016-01-27 20:40:15.46361+00,370.1
,,159383,2010,1600,77,,,None,man,5,5,diesel,2015-11-14 18:55:47.477674+00,2016-01-27 20:40:15.46361+00,7401.92
,,87024,2008,1400,59,,,None,man,5,5,gasoline,2015-11-14 18:55:47.491247+00,2016-01-27 20:40:15.46361+00,5551.44
,,80800,2003,1200,40,,,None,man,5,5,gasoline,2015-11-14 18:55:47.518182+00,2016-01-27 20:40:15.46361+00,2775.72
,,44371,2008,1400,59,,,None,man,5,5,gasoline,2015-11-14 18:55:47.528882+00,2016-01-27 20:40:15.46361+00,5551.44
,,74584,2012,1600,77,,,None,man,5,5,diesel,2015-11-14 18:55:47.554615+00,2016-01-27 20:40:15.46361+00,11102.89
,,159743,2011,1600,77,,,None,man,5,5,diesel,2015-11-14 18:55:47.604565+00,2016-01-27 20:40:15.46361+00,9252.41
,,171880,2011,1600,77,,,None,man,5,5,diesel,2015-11-14 18:55:47.614001+00,2016-01-27 20:40:15.46361+00,9252.41
,,153707,2006,1400,55,,,None,man,5,5,gasoline,2015-11-14 18:55:47.653377+00,2016-01-27 20:40:15.46361+00,3700.96
,,123160,2006,1400,55,,,None,man,5,5,gasoline,2015-11-14 18:55:47.702053+00,2016-01-27 20:40:15.46361+00,3700.96
,,192176,2009,2000,81,,,None,man,5,5,diesel,2015-11-14 18:55:47.723919+00,2016-01-27 20:40:15.46361+00,5551.44
ford,ka,94198,2005,1300,44,,,None,man,3,4,gasoline,2015-11-14 18:55:47.732498+00,2016-01-27 20:40:15.46361+00,2072.54
,,81346,2004,1200,40,,,None,man,5,5,gasoline,2015-11-14 18:55:47.769988+00,2016-01-27 20:40:15.46361+00,2775.72
,,80639,2004,1200,40,,,None,man,5,5,gasoline,2015-11-14 18:55:47.809881+00,2016-01-27 20:40:15.46361+00,2775.72
hyundai,,129142,2005,2000,104,,,None,man,5,5,gasoline,2015-11-14 18:55:47.857479+00,2016-01-27 20:40:15.46361+00,6180.61
bmw,,164000,2008,2993,145,,,None,man,5,5,diesel,2015-11-14 18:55:47.882118+00,2016-01-27 20:40:15.46361+00,12213.18
ford,s-max,137316,2011,2000,103,van,,None,man,5,5,diesel,2015-11-14 18:55:47.920819+00,2016-01-27 20:40:15.46361+00,9437.45
,,220000,2010,1968,103,,,None,man,None,None,diesel,2015-11-14 18:55:47.995446+00,2016-01-27 20:40:15.46361+00,8512.21
skoda,fabia,245000,2005,1422,55,,,None,man,5,5,diesel,2015-11-14 18:55:48.015979+00,2016-01-27 20:40:15.46361+00,2775.72
,,142369,2004,1997,80,,,None,man,5,7,diesel,2015-11-14 18:55:48.035275+00,2016-01-27 20:40:15.46361+00,2553.63
honda,hr-v,127240,2003,1590,91,,,None,man,5,4,gasoline,2015-11-14 18:55:48.064844+00,2016-01-27 20:40:15.46361+00,3886.01
,,228442,2006,1391,55,,,None,man,4,5,gasoline,2015-11-14 18:55:48.098342+00,2016-01-27 20:40:15.46361+00,1998.52
ford,galaxy,214000,2003,1896,96,,,None,man,5,7,diesel,2015-11-14 18:55:48.163258+00,2016-01-27 20:40:15.46361+00,3997.04
skoda,octavia,206700,2006,1595,75,,,None,man,5,4,gasoline,2015-11-14 18:55:48.181111+00,2016-01-27 20:40:15.46361+00,3256.85
,,125500,2010,1598,110,,,None,man,5,5,gasoline,2015-11-14 18:55:48.222747+00,2016-01-27 20:40:15.46361+00,5884.53
,,175000,2006,2497,128,,,None,man,5,7,diesel,2015-11-14 18:55:48.302856+00,2016-01-27 20:40:15.46361+00,17394.52
audi,q3,10000,2015,1968,135,,,None,auto,5,None,diesel,2015-11-14 18:55:48.318707+00,2016-01-27 20:40:15.46361+00,40706.51
skoda,octavia,195000,2008,1968,103,,,None,man,5,5,diesel,2015-11-14 18:55:48.343931+00,2016-01-27 20:40:15.46361+00,6569.21
skoda,superb,107025,2011,1968,103,,,None,man,5,5,diesel,2015-11-14 18:55:48.354344+00,2016-01-27 20:40:15.46361+00,13286.45
mercedes-benz,,194000,2011,2143,125,,,None,auto,5,5,diesel,2015-11-14 18:55:48.366689+00,2016-01-27 20:40:15.46361+00,19659.14
ford,focus,120060,2006,1596,74,,,None,man,5,5,gasoline,2015-11-14 18:55:48.376316+00,2016-01-27 20:40:15.46361+00,4252.41
volvo,s60,275000,2000,2435,147,,,None,man,None,None,gasoline,2015-11-14 18:55:48.410166+00,2016-01-27 20:40:15.46361+00,2590.67
mercedes-benz,,330000,1999,4966,220,,,None,auto,4,4,gasoline,2015-11-14 18:55:48.504745+00,2016-01-27 20:40:15.46361+00,3700.93
skoda,octavia,235900,,1896,77,,,None,,5,5,diesel,2015-11-14 18:55:48.639186+00,2016-01-27 20:40:15.46361+00,5361.84
hyundai,coupe,65000,2002,1975,101,,,None,man,3,4,gasoline,2015-11-14 18:55:48.649508+00,2016-01-27 20:40:15.46361+00,3582.09
toyota,auris,118300,,1364,66,,,None,,5,5,diesel,2015-11-14 18:55:48.662774+00,2016-01-27 20:40:15.46361+00,8507.66
skoda,octavia,168400,,1896,77,,,None,,5,5,diesel,2015-11-14 18:55:48.672651+00,2016-01-27 20:40:15.46361+00,6657.18
skoda,fabia,53500,,1197,63,,,None,,5,5,gasoline,2015-11-14 18:55:48.689177+00,2016-01-27 20:40:15.46361+00,7027.28
hyundai,i10,11921,,998,49,,,None,man,5,5,gasoline,2015-11-14 18:55:48.722494+00,2016-01-27 20:40:15.46361+00,7735.01
,,101678,2008,1600,82,,,None,man,5,5,gasoline,2015-11-14 18:55:48.771405+00,2016-01-27 20:40:15.46361+00,3293.86
,,140452,2011,2000,103,,,None,auto,5,5,diesel,2015-11-14 18:55:48.780986+00,2016-01-27 20:40:15.46361+00,11584.01
mercedes-benz,,80320,2008,2100,100,,,None,man,4,5,diesel,2015-11-14 18:55:48.801599+00,2016-01-27 20:40:15.46361+00,11917.1
skoda,fabia,158338,2002,1900,74,,,None,man,5,5,diesel,2015-11-14 18:55:48.810669+00,2016-01-27 20:40:15.46361+00,2553.66
skoda,octavia,232349,2002,1900,66,,,None,man,5,5,diesel,2015-11-14 18:55:48.822768+00,2016-01-27 20:40:15.46361+00,2812.73
skoda,fabia,180733,2003,1400,55,,,None,man,5,5,gasoline,2015-11-14 18:55:48.83232+00,2016-01-27 20:40:15.46361+00,2294.6
,,72452,2011,1500,66,,,None,man,5,5,diesel,2015-11-14 18:55:48.954532+00,2016-01-27 20:40:15.46361+00,7327.91
,,185000,1999,2000,85,,,None,man,5,5,gasoline,2015-11-14 18:55:48.966357+00,2016-01-27 20:40:15.46361+00,1702.44
skoda,octavia,248589,2000,1900,81,,,None,man,5,5,diesel,2015-11-14 18:55:48.986631+00,2016-01-27 20:40:15.46361+00,2035.53
skoda,octavia,58350,2011,1600,77,,,None,man,5,5,diesel,2015-11-14 18:55:49.004978+00,2016-01-27 20:40:15.46361+00,8401.18
skoda,octavia,148189,2005,1900,77,,,None,man,5,5,diesel,2015-11-14 18:55:49.014182+00,2016-01-27 20:40:15.46361+00,5440.41
suzuki,sx4,62395,2011,1600,88,,,None,man,5,5,gasoline,2015-11-14 18:55:49.038462+00,2016-01-27 20:40:15.46361+00,8512.21
ford,focus,139293,2007,1600,66,,,None,man,5,5,diesel,2015-11-14 18:55:49.089354+00,2016-01-27 20:40:15.46361+00,4034.05
audi,a8,158000,,4134,240,,,None,auto,4,5,diesel,2015-11-14 18:55:49.106312+00,2016-01-27 20:40:15.46361+00,14059.96
skoda,fabia,115003,2005,1200,47,,,None,man,5,5,gasoline,2015-11-14 18:55:49.115031+00,2016-01-27 20:40:15.46361+00,3552.92
ford,fusion,60575,2007,1400,59,,,None,man,5,4,gasoline,2015-11-14 18:55:49.150742+00,2016-01-27 20:40:15.46361+00,4367.14
ford,focus,118000,2009,1560,66,,,None,man,5,5,diesel,2015-11-14 18:55:49.22704+00,2016-01-27 20:40:15.46361+00,4996.3
citroen,saxo,130300,1997,1587,65,,,None,man,3,5,gasoline,2015-11-14 18:55:49.526989+00,2016-01-27 20:40:15.46361+00,814.21
fiat,punto,185000,2000,1242,44,,,None,,None,None,gasoline,2015-11-14 18:55:49.53875+00,2016-01-27 20:40:15.46361+00,814.21
mercedes-benz,,271960,2002,1689,67,,,None,man,5,5,gasoline,2015-11-14 18:55:49.574854+00,2016-01-27 20:40:15.46361+00,2775.72
skoda,fabia,55800,2010,1598,66,,,None,man,5,5,diesel,2015-11-14 18:55:49.652481+00,2016-01-27 20:40:15.46361+00,6627.68
skoda,octavia,130800,2011,1598,77,,,None,man,5,5,diesel,2015-11-14 18:55:49.663376+00,2016-01-27 20:40:15.46361+00,8508.51
bmw,x6,128700,,2993,173,,,None,auto,5,4,diesel,2015-11-14 18:55:49.673526+00,2016-01-27 20:40:15.46361+00,26461.88
skoda,octavia,108500,2011,1598,77,,,None,man,5,5,diesel,2015-11-14 18:55:49.683821+00,2016-01-27 20:40:15.46361+00,9628.05
,,187946,2009,1968,81,,,None,man,5,5,diesel,2015-11-14 18:55:49.699784+00,2016-01-27 20:40:15.46361+00,8878.61
skoda,octavia,175600,2012,1598,77,,,None,man,5,5,diesel,2015-11-14 18:55:49.714458+00,2016-01-27 20:40:15.46361+00,8463.73
,,159950,2000,999,37,,,None,man,5,5,gasoline,2015-11-14 18:55:49.748804+00,2016-01-27 20:40:15.46361+00,1295.34
bmw,x3,247084,2006,1995,110,,,None,man,5,5,diesel,2015-11-14 18:55:49.761057+00,2016-01-27 20:40:15.46361+00,8878.61
skoda,fabia,125000,2002,1396,50,,,None,man,5,5,gasoline,2015-11-14 18:55:49.828256+00,2016-01-27 20:40:15.46361+00,2216.88
,,153000,2007,1997,100,,,None,man,5,5,diesel,2015-11-14 18:55:49.838106+00,2016-01-27 20:40:15.46361+00,5736.49
mini,cooper-s,89500,2007,1598,128,,,None,,3,4,gasoline,2015-11-14 18:55:49.865268+00,2016-01-27 20:40:15.46361+00,5181.35
chevrolet,matiz,37000,2007,796,38,,,None,man,5,4,gasoline,2015-11-14 18:55:49.91798+00,2016-01-27 20:40:15.46361+00,2516.65
skoda,octavia,172000,2007,1896,77,,,None,auto,5,5,diesel,2015-11-14 18:55:50.32221+00,2016-01-27 20:40:15.46361+00,6476.68
skoda,fabia,214000,2008,1198,44,,,None,man,5,5,gasoline,2015-11-14 18:55:50.352755+00,2016-01-27 20:40:15.46361+00,2775.35
skoda,octavia,179229,,1896,74,,,None,man,5,5,diesel,2015-11-14 18:55:50.369099+00,2016-01-27 20:40:15.46361+00,4589.19
suzuki,grand-vitara,155428,,1870,95,,,None,man,5,5,diesel,2015-11-14 18:55:50.378764+00,2016-01-27 20:40:15.46361+00,7920.06
